2001 Community Profiles

"Geo_Code","Prov_Name","CD_Name","CSD_Name","CSD_Type","Topic","Characteristic","Note","Total","Male","Female","Flag"
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Legal Marital Status","   Single","6","210","115","100","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Legal Marital Status","   Married","7","175","90","85","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Legal Marital Status","   Separated","8","5","10","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Legal Marital Status","   Divorced","9","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Legal Marital Status","   Widowed","10","10","5","5","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language(s) First Learned and Still Understood","Total - All persons","19","685","355","325","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language(s) First Learned and Still Understood","   English only","","40","20","15","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language(s) First Learned and Still Understood","   French only","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language(s) First Learned and Still Understood","   Both English and French","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language(s) First Learned and Still Understood","   Other languages","20","645","335","310","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mobility Status - Place of Residence 1 Year Ago","Total population 1 year and over","21","675","350","320","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mobility Status - Place of Residence 1 Year Ago","   Lived at the same address 1 year ago","","580","300","275","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mobility Status - Place of Residence 1 Year Ago","   Lived within the same province/territory 1 year ago, but changed address","","75","40","35","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mobility Status - Place of Residence 1 Year Ago","   Lived in a different province/territory or country 1 year ago","","20","10","10","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mobility Status - Place of Residence 5 Years Ago","Total population 5 years and over","22","590","310","280","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mobility Status - Place of Residence 5 Years Ago","   Lived at the same address 5 years ago","","315","165","150","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mobility Status - Place of Residence 5 Years Ago","   Lived within the same province/territory 5 years ago, but changed address","","250","130","120","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mobility Status - Place of Residence 5 Years Ago","   Lived in a different province/territory or country 5 years ago","","25","15","15","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Immigration Characteristics","Total - All persons","","685","360","325","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Immigration Characteristics","   Canadian-born population","23","680","355","325","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Immigration Characteristics","   Foreign-born population","24","10","10","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Immigration Characteristics","      Immigrated before 1991","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Immigration Characteristics","      Immigrated between 1991 and 2001","25","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Immigration Characteristics","   Non-permanent residents","26","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Aboriginal Population","Total - All persons","","685","360","325","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Aboriginal Population","   Aboriginal identity population","27","645","335","310","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Aboriginal Population","   Non-Aboriginal population","","35","20","15","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","Total population by visible minority groups","","685","360","330","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","   Visible minority population","31","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      Chinese","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      South Asian","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      Black","","0","10","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      Filipino","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      Latin American","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      Southeast Asian","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      Arab","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      West Asian","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      Korean","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      Japanese","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      Visible minority, n.i.e","28","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","      Multiple visible minorities","29","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Visible Minority Status","   All others","30","680","355","325","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","Total - Religion","","680","360","330","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   Catholic","57","15","10","10","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   Protestant","","665","345","320","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   Christian Orthodox","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   Christian, n.i.e.","58","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   Muslim","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   Jewish","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   Buddhist","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   Hindu","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   Sikh","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   Eastern religions","59","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   Other religions","60","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Religion","   No religious affiliation","61","10","10","10","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","School Attendance","Total population 15 years and over attending school full time","","80","35","45","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","School Attendance","   Age group 15-19 attending full time","50","50","25","25","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","School Attendance","   Age group 20-24 attending full time","","15","0","10","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","School Attendance","Total population 15 years and over attending school part time","","10","0","10","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","School Attendance","   Age group 15-19 attending part time","50","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","School Attendance","   Age group 20-24 attending part time","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","Total population aged 20-34","","165","80","80","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 20-34 with less than a high school graduation certificate","","63.6","68.8","62.5","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary","46","21.2","18.8","31.3","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 20-34 with a trades certificate or diploma","","6.1","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 20-34 with a college certificate or diploma","47","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 20-34 with a university certificate, diploma or degree","","6.1","12.5","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","Total population aged 35-44","","70","35","35","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 35-44 with less than a high school graduation certificate","","50","57.1","42.9","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary","46","21.4","28.6","42.9","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 35-44 with a trades certificate or diploma","","14.3","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 35-44 with a college certificate or diploma","47","14.3","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 35-44 with a university certificate, diploma or degree","","0","28.6","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","Total population aged 45-64","","90","45","40","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 45-64 with less than a high school graduation certificate","","50","55.6","62.5","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary","46","16.7","0","25","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 45-64 with a trades certificate or diploma","","11.1","22.2","25","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 45-64 with a college certificate or diploma","47","11.1","22.2","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Highest Level of Schooling","   % of the population aged 45-64 with a university certificate, diploma or degree","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Earnings in 2000"," All persons with earnings (counts)","48","235","125","115","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Earnings in 2000"," Average earnings (all persons with earnings ($))","","19519","23411","15318","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Earnings in 2000"," Worked full year, full time (counts)","49","55","40","20","R",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Earnings in 2000"," Average earnings (worked full year, full time ($))","","42168","43670","39162","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Income in 2000","Persons 15 years of age and over with income","53","365","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Income in 2000","Median total income of persons 15 years of age and over ($)","54","12693","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Income in 2000","Composition of total income (100%)","62","100","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Income in 2000","   Earnings - % of income","","68.7","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Income in 2000","   Government transfers - % of income","","23.5","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Income in 2000","   Other money - % of income","","7.7","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language Used Most Often at Work","Total - Population 15 years and over who worked since 2000","44","220","110","110","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language Used Most Often at Work","   English","","75","40","35","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language Used Most Often at Work","   French","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language Used Most Often at Work","   Non-official language","","145","70","70","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language Used Most Often at Work","   English and French","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language Used Most Often at Work","   English and non-official language","","10","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language Used Most Often at Work","   French and non-official language","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Language Used Most Often at Work","   English, French and non-official language","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Place of Work Status","Employed labour force 15 years and over","32","160","75","75","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Place of Work Status","   Worked at home","","0","10","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Place of Work Status","   Worked outside Canada","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Place of Work Status","   No fixed workplace address","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Place of Work Status","   Worked at usual place","","150","75","80","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mode of Transportation to Work","Total -All modes","33","155","75","80","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mode of Transportation to Work","   Car, truck, van, as driver","","20","20","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mode of Transportation to Work","   Car, truck, van, as passenger","","15","0","10","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mode of Transportation to Work","   Public transit","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mode of Transportation to Work","   Walked or bicycled","","80","35","40","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Mode of Transportation to Work","   Other method","","40","20","25","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Unpaid Work"," Persons reporting hours of unpaid work","34","385","195","190","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Unpaid Work"," Persons reporting hours of unpaid housework","35","360","180","180","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Unpaid Work"," Persons reporting hours looking after children, without pay","36","280","135","150","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Unpaid Work"," Persons reporting hours of unpaid care or assistance to seniors","37","160","70","85","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Labour Force Indicators"," Participation rate","38","47.5","45.2","47.4","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Labour Force Indicators"," Employment rate","39","38.8","38.1","42.1","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Labour Force Indicators"," Unemployment rate","40","18.4","21.1","11.1","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Industry","Total - Experienced labour force","41","170","90","85","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Industry","   Agriculture and other resource-based industries","","10","10","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Industry","   Manufacturing and construction industries","","10","0","10","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Industry","   Wholesale and retail trade","","25","10","15","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Industry","   Finance and real estate","","10","10","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Industry","   Health and education","","60","15","45","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Industry","   Business services","","20","10","10","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Industry","   Other services","","55","35","15","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Occupation","Total - Experienced labour force","41","175","90","80","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Occupation","   Management occupations","","15","15","10","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Occupation","   Business, finance and administration occupations","","15","10","15","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Occupation","   Natural and applied sciences and related occupations","","10","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Occupation","   Health occupations","","10","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Occupation","   Social science, education, government service and religion","","40","10","25","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Occupation","   Art, culture, recreation and sport","","10","10","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Occupation","   Sales and service occupations","","55","20","35","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Occupation","   Trades, transport and equipment operators and related occupations","","35","35","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Occupation","   Occupations unique to primary industry","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Occupation","   Occupations unique to processing, manufacturing and utilities","","0","0","0","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","Total number of families","","155","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Number of married-couple families","","85","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Average number of persons in married-couple families","","4.8","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Number of common-law couple families","11","25","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Average number of persons in common-law-couple families","11","4","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Number of lone-parent families","12","45","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Average number of persons in lone-parent families","12","3.3","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Number of female lone-parent families","12","30","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Average number of persons in female lone-parent families","12","3.3","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Number of male lone-parent families","12","15","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Average number of persons in male lone-parent families","12","2.8","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","Median family income, 2000 ($) - All census families","51","32064","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Median family income, 2000 ($) - Couple families","52","40320","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Family Characteristics","   Median family income, 2000 ($) - Lone-parent families","","14880","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","Total - All private households","","150","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","   Households containing a couple (married or common-law) with children","13","65","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","   Households containing a couple (married or common-law) without children","14","15","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","   One-person households","","20","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","   Other household types","15","50","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","Median household income, 2000 ($) - All households","","37696","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","   Median household income, 2000 ($) - One-person households","","9696","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","   Median household income, 2000 ($) - Two-or-more-persons households","","40192","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","Number of rented dwellings","55","115","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","   Average gross monthly payments for rented dwellings ($)","","277","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","Number of owner-occupied dwellings","56","30","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Household Characteristics","   Average monthly payments for owner-occupied dwellings ($)","","566","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Occupied Private Dwelling Characteristics","Total number of dwellings","16","145","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Occupied Private Dwelling Characteristics","   Number of owned dwellings","17","30","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Occupied Private Dwelling Characteristics","   Number of rented dwellings","18","120","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed before 1991","","100","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed between 1991 and 2001","","40","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Selected Occupied Private Dwelling Characteristics","   Average value of dwelling ($)","","198823","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Health Status","Self-rated health, 2005","62","","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Health Status","   Low 95% confidence interval","","","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Health Status","   High 95% confidence interval","","","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Health Status","Adult obesity, 2005","63","","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Health Status","   Low 95% confidence interval","","","","","",
"6204001","Nunavut","BAFFIN REGION","SANIKILUAQ","Hamlet","Health Status","   High 95% confidence interval","","","","","",
"6204003","Nunavut","BAFFIN REGION","IQALUIT","Town","Population and Dwelling Counts","Population in 2001","1","5236","","","",
"6204003","Nunavut","BAFFIN REGION","IQALUIT","Town","Population and Dwelling Counts"," Population in 1996","2","4220","","","",
"6204003","Nunavut","BAFFIN REGION","IQALUIT","Town","Population and Dwelling Counts"," 1996 to 2001 population change (%)","","24.1","","","",
"6204003","Nunavut","BAFFIN REGION","IQALUIT","Town","Population and Dwelling Counts"," Total private dwellings","","2105","","","",
"6204003","Nunavut","BAFFIN REGION","IQALUIT","Town","Population and Dwelling Counts"," Population density per square kilometre","","100","","","",
"6204003","Nunavut","BAFFIN REGION","IQALUIT","Town","Population and Dwelling Counts"," Land area (square km)","","52.34","","","",
"6204003","Nunavut","BAFFIN REGION","IQALUIT","Town","Age Characteristics of the Population","Total - All persons","3","5235","2735","2500","",
"6204003","Nunavut","BAFFIN REGION","IQALUIT","Town","Age Characteristics of the Population","   Age 0-4","","470","245","225","",
